drugbank_id,half_life,half_life_unit,half_life_unit_mixed,half_life_n_records,half_life_hours
DB00092,270.0,hours,False,1,270.0
DB00094,19.0,hours,False,2,19.0
DB00095,5.0,days,False,1,120.0
DB00097,16.75,hours,False,2,16.75
DB00098,2.0,days,False,1,48.0
DB00074,7.2,days,False,1,172.8
DB00100,18.8,hours,False,1,18.8
DB00103,67.0,minutes,False,1,1.1166666666666667
DB08879,19.4,days,False,1,465.59999999999997
DB01053,0.4,hours,False,1,0.4
DB00105,2.0,hours,False,1,2.0
DB00106,13.2,days,False,1,316.79999999999995
DB00107,1.0,minutes,False,1,0.016666666666666666
DB00108,10.5,days,False,2,252.0
DB00109,3.8,hours,False,1,3.8
DB06771,7.0,hours,False,1,7.0
DB00111,11.0,days,False,1,264.0
DB00112,15.5,days,False,2,372.0
DB00113,1.0,hours,False,1,1.0
DB00115,203.0,days,False,2,4872.0
DB00126,9.7,days,True,2,193.7
DB00130,1.0,hours,False,1,1.0
DB00136,5.0,hours,False,1,5.0
DB00140,66.0,minutes,False,1,1.1
DB00146,288.0,hours,False,1,288.0
DB00148,3.0,hours,False,1,3.0
DB00162,1.9,hours,False,1,1.9
DB00443,10.2,hours,False,1,10.2
DB00168,300.0,days,False,1,7200.0
DB09059,1.7,hours,False,1,1.7
DB00175,1.8,hours,False,1,1.8
DB00176,15.6,hours,False,1,15.6
DB09052,2.145,hours,False,2,2.145
DB00178,20.2,hours,False,5,20.2
DB00180,1.8,hours,False,1,1.8
DB00181,2.8666666666666667,hours,False,3,2.8666666666666667
DB00183,0.0,minutes,False,1,0.0
DB00184,1.0,hours,False,1,1.0
DB00185,5.0,hours,False,1,5.0
DB00559,5.0,hours,False,1,5.0
DB01158,10.4,hours,False,2,10.4
DB01222,2.3,hours,False,2,2.3
DB00187,5.5,minutes,False,2,0.09166666666666666
DB05015,1.1,hours,False,1,1.1
DB00612,12.833333333333334,hours,False,3,12.833333333333334
DB00189,15.5,hours,False,2,15.5
DB00190,107.0,minutes,False,1,1.7833333333333332
DB00191,13.5,hours,False,2,13.5
DB00193,5.0,hours,False,1,5.0
DB00195,14.0,hours,False,1,14.0
DB00197,16.0,hours,False,1,16.0
DB00198,1.0,hours,False,1,1.0
DB00199,2.95,hours,False,2,2.95
DB00200,6.0,days,False,1,144.0
DB15248,4.0,hours,False,1,4.0
DB00297,8.6,hours,False,3,8.6
DB00202,47.0,seconds,False,1,0.013055555555555556
DB00203,3.0,hours,False,1,3.0
DB00205,96.0,hours,False,1,96.0
DB00207,68.0,hours,False,1,68.0
DB00490,2.0,hours,False,1,2.0
DB00201,32.0,hours,False,4,32.0
DB00209,20.0,hours,False,1,20.0
DB00213,1.0,hours,False,1,1.0
DB00215,35.0,hours,False,1,35.0
DB00216,4.0,hours,False,1,4.0
DB00217,8.0,hours,False,2,8.0
DB00218,11.5,hours,False,1,11.5
DB00220,3.5,hours,False,1,3.5
DB00222,2.5,hours,False,2,2.5
DB00224,1.8,hours,False,1,1.8
DB00225,40.75,minutes,False,2,0.6791666666666667
DB00226,10.0,hours,False,1,10.0
DB00227,13.37,hours,False,1,13.37
DB00229,1.0,hours,False,1,1.0
DB00230,6.3,hours,False,1,6.3
DB00231,9.0,hours,False,1,9.0
DB00234,12.5,hours,False,1,12.5
DB00235,2.3499999999999996,hours,False,2,2.3499999999999996
DB00237,100.0,hours,False,1,100.0
DB00238,45.0,hours,False,1,45.0
DB00241,52.333333333333336,hours,False,3,52.333333333333336
DB00243,7.0,hours,False,1,7.0
DB00245,36.0,hours,False,1,36.0
DB00246,6.0,hours,False,1,6.0
DB00248,63.0,hours,False,1,63.0
DB00250,10.0,hours,False,1,10.0
DB00251,4.0,hours,False,1,4.0
DB11168,2.7,hours,False,1,2.7
DB00256,8.0,hours,False,1,8.0
DB00260,10.0,hours,False,1,10.0
DB00261,1.5,hours,False,1,1.5
DB00262,15.0,minutes,False,1,0.25
DB00264,3.0,hours,False,1,3.0
DB00267,1.0,hours,False,1,1.0
DB00268,6.0,hours,False,1,6.0
DB00270,8.0,hours,False,1,8.0
DB00273,19.0,hours,False,1,19.0
DB00274,1.5,hours,False,1,1.5
DB00275,10.0,hours,False,1,10.0
DB00276,8.0,hours,False,1,8.0
DB00277,8.0,hours,False,1,8.0
DB00278,39.0,minutes,False,1,0.65
DB00279,1.0,days,False,1,24.0
DB00280,5.35,hours,False,2,5.35
DB06441,3.0,minutes,False,1,0.05
DB00282,28.0,hours,False,1,28.0
DB00284,2.0,hours,False,1,2.0
DB00285,5.0,hours,False,1,5.0
DB00286,17.0,hours,False,1,17.0
DB00535,1.45,hours,False,2,1.45
DB00289,3.0,hours,False,1,3.0
DB00290,115.0,minutes,False,1,1.9166666666666667
DB00291,1.5,hours,False,1,1.5
DB00292,75.0,minutes,False,1,1.25
DB00293,198.0,hours,False,1,198.0
DB00294,25.0,hours,False,1,25.0
DB00295,2.0,hours,False,1,2.0
DB01066,1.6,hours,False,1,1.6
DB01413,11.5,hours,False,3,11.5
DB00299,2.0,hours,False,1,2.0
DB00300,17.0,hours,False,1,17.0
DB00301,0.75,hours,False,1,0.75
DB00302,6.5,hours,False,2,6.5
DB00671,7.25,hours,False,2,7.25
DB00304,30.0,hours,False,1,30.0
DB00305,8.0,minutes,False,1,0.13333333333333333
DB00307,7.0,hours,False,1,7.0
DB00308,6.0,hours,False,1,6.0
DB00309,24.0,hours,False,1,24.0
DB00310,40.0,hours,False,1,40.0
DB00311,2.5,hours,False,1,2.5
DB00312,5.0,hours,False,1,5.0
DB00446,7.220000000000001,hours,False,5,7.220000000000001
DB00317,48.0,hours,False,1,48.0
DB00318,3.0,hours,False,1,3.0
DB00319,36.0,minutes,False,1,0.6
DB00320,5.35,hours,False,2,5.35
DB00321,25.0,hours,False,1,25.0
DB00323,2.0,hours,False,1,2.0
DB00325,2.0,minutes,False,1,0.03333333333333333
DB00327,5.0,hours,False,2,5.0
DB16738,15.3,days,False,1,367.20000000000005
DB00537,4.12,hours,False,3,4.12
DB00330,5.15,hours,False,2,5.15
DB00332,1.6,hours,False,1,1.6
DB00333,11.0,hours,False,2,11.0
DB00335,6.0,hours,False,1,6.0
DB00336,5.0,hours,False,1,5.0
DB00188,58.0,hours,False,2,58.0
DB00339,9.0,hours,False,1,9.0
DB00341,8.3,hours,False,1,8.3
DB00342,3.5,hours,False,1,3.5
DB00611,18.0,hours,False,1,18.0
DB06772,33.666666666666664,hours,True,3,32.355555555555554
DB00346,6.5,hours,False,2,6.5
DB00348,54.0,hours,False,1,54.0
DB00349,36.0,hours,False,1,36.0
DB00350,4.2,hours,False,1,4.2
DB00351,34.0,hours,False,1,34.0
DB00353,3.39,hours,False,1,3.39
DB00242,5.4,hours,False,1,5.4
DB01190,3.1666666666666665,hours,False,3,3.1666666666666665
DB00357,12.5,hours,False,1,12.5
DB00362,40.0,hours,False,1,40.0
DB00363,8.0,hours,False,1,8.0
DB00365,15.0,hours,False,1,15.0
DB00366,10.0,hours,False,1,10.0
DB06415,12.0,hours,False,1,12.0
DB00438,7.75,hours,False,2,7.75
DB00369,2.4,hours,False,1,2.4
DB00371,10.0,hours,False,1,10.0
DB00373,2.9,hours,False,1,2.9
DB00169,50.0,days,False,1,1200.0
DB00376,3.2,hours,False,1,3.2
DB00377,40.0,hours,False,1,40.0
DB00378,5.0,hours,False,1,5.0
DB00379,10.0,hours,False,1,10.0
DB00380,2.5,hours,False,1,2.5
DB00382,2.0,hours,False,1,2.0
DB00384,128.25,hours,True,2,2.875
DB00388,3.75,hours,True,2,1.2916666666666667
DB00390,2.5,days,False,2,60.0
DB00392,1.0,hours,False,1,1.0
DB00393,1.7,hours,False,1,1.7
DB00394,0.5,hours,False,1,0.5
DB00395,2.0,hours,False,1,2.0
DB00396,5.0,minutes,False,1,0.08333333333333333
DB00397,2.1,hours,False,1,2.1
DB00398,25.0,hours,False,1,25.0
DB00399,146.0,hours,False,1,146.0
DB00400,9.0,hours,False,1,9.0
DB00401,7.0,hours,False,1,7.0
DB00636,14.0,hours,False,1,14.0
DB01242,32.0,hours,False,1,32.0
DB11338,16.15,hours,False,2,16.15
DB00924,32.53333333333333,hours,False,3,32.53333333333333
DB00405,25.0,hours,False,1,25.0
DB06695,12.0,hours,False,2,12.0
DB00408,4.0,hours,False,1,4.0
DB01012,30.0,hours,False,1,30.0
DB00827,5.75,hours,False,2,5.75
DB01068,30.0,hours,False,1,30.0
DB00412,3.0,hours,False,1,3.0
DB00413,8.5,hours,False,1,8.5
DB00414,1.3,hours,False,1,1.3
DB00416,3.0,hours,False,1,3.0
DB01914,52.76666666666667,minutes,False,3,0.8794444444444444
DB00419,6.0,hours,False,1,6.0
DB00421,1.4,hours,False,1,1.4
DB00080,23.35,hours,False,4,23.35
DB00423,1.3266666666666667,hours,False,3,1.3266666666666667
DB00424,3.5,hours,False,1,3.5
DB01511,237.5,hours,False,2,237.5
DB00426,10.0,hours,False,1,10.0
DB00427,4.0,hours,False,1,4.0
DB00428,5.0,minutes,False,1,0.08333333333333333
DB00430,4.44,hours,False,1,4.44
DB00431,18.0,hours,False,1,18.0
DB00432,5.166666666666667,hours,True,3,1.2333333333333334
DB00435,2.0,seconds,False,1,0.0005555555555555556
DB00436,8.5,hours,False,1,8.5
DB00437,1.0,hours,False,1,1.0
DB01219,6.35,hours,False,2,6.35
DB00439,2.0,hours,False,1,2.0
DB00440,8.0,hours,False,1,8.0
DB00035,4.2,hours,False,4,4.2
DB00442,128.0,hours,False,1,128.0
DB00444,5.0,hours,False,1,5.0
DB00445,12.833333333333334,hours,True,3,11.85
DB01209,1.6199999999999999,hours,False,5,1.6199999999999999
DB00448,0.6,hours,False,3,0.6
DB00829,1.5,days,False,2,36.0
DB00451,3.5,days,False,2,84.0
DB00454,4.0,hours,True,3,3.3444444444444446
DB00455,10.0,hours,False,1,10.0
DB00456,30.0,minutes,False,1,0.5
DB00457,2.0,hours,False,1,2.0
DB00458,12.0,hours,False,1,12.0
DB00459,49.0,hours,False,1,49.0
DB00460,5.0,hours,False,1,5.0
DB00465,3.75,hours,False,2,3.75
DB00467,3.0,hours,False,1,3.0
DB00468,18.0,hours,False,1,18.0
DB00469,72.0,hours,False,1,72.0
DB06700,11.1,hours,False,1,11.1
DB00472,2.5,days,False,2,60.0
DB00473,0.0,minutes,False,1,0.0
DB00474,5.6,minutes,False,1,0.09333333333333332
DB00475,24.0,hours,False,1,24.0
DB00476,12.0,hours,False,1,12.0
DB00477,30.0,hours,False,1,30.0
DB01119,14.75,hours,False,2,14.75
DB01075,2.4,hours,False,1,2.4
DB00480,3.0,hours,False,2,3.0
DB09414,10.9,hours,False,2,10.9
DB00482,11.0,hours,False,1,11.0
DB00485,0.7,hours,False,1,0.7
DB00486,2.0,hours,False,1,2.0
DB00487,8.6,hours,False,1,8.6
DB00488,4.7,hours,False,1,4.7
DB00489,42.28,hours,False,5,42.28
DB00491,2.0,hours,False,1,2.0
DB00492,12.0,hours,False,1,12.0
DB00493,1.0,hours,False,1,1.0
DB00494,0.4,hours,False,1,0.4
DB00495,1.1,hours,False,1,1.1
DB00496,13.0,hours,False,1,13.0
DB00497,3.85,hours,False,2,3.85
DB00498,5.0,hours,False,1,5.0
DB00500,3.0,hours,False,2,3.0
DB00501,2.0,hours,False,1,2.0
DB00502,17.6,hours,False,2,17.6
DB00503,3.0,hours,False,1,3.0
DB00504,1.0,hours,False,1,1.0
DB00507,7.3,hours,False,1,7.3
DB00843,75.75,hours,False,2,75.75
DB00513,2.0,hours,False,1,2.0
DB00514,3.0,hours,False,1,3.0
DB00515,20.0,minutes,False,1,0.3333333333333333
DB00518,8.0,hours,False,1,8.0
DB00519,6.0,hours,False,1,6.0
DB00520,9.0,hours,False,1,9.0
DB00524,14.0,hours,False,1,14.0
DB00526,136.07666666666668,hours,False,3,136.07666666666668
DB00529,3.3,hours,False,1,3.3
DB00530,36.2,hours,False,1,36.2
DB00531,3.0,hours,False,1,3.0
DB00532,7.0,hours,False,1,7.0
DB00533,17.0,hours,False,1,17.0
DB06211,1.0,hours,False,1,1.0
DB01135,99.0,minutes,False,1,1.65
DB00536,7.0,hours,False,1,7.0
DB09273,1.83,hours,False,1,1.83
DB00450,117.75,minutes,False,2,1.9625
DB00538,103.6,minutes,False,1,1.7266666666666666
DB00539,5.0,days,False,1,120.0
DB09045,4.375,days,False,2,105.0
DB00541,27.825,hours,True,4,26.595833333333335
DB00542,6.35,hours,False,2,6.35
DB00543,8.0,hours,False,1,8.0
DB00544,10.0,minutes,False,1,0.16666666666666666
DB00545,0.38,hours,False,1,0.38
DB00546,0.0,hours,False,1,0.0
DB00547,16.0,hours,False,2,16.0
DB00548,28.5,hours,True,2,6.375
DB00549,10.0,hours,False,1,10.0
DB00550,2.0,hours,False,1,2.0
DB00551,5.0,hours,False,1,5.0
DB00552,5.7,hours,False,1,5.7
DB00553,2.0,hours,False,1,2.0
DB00554,30.0,hours,False,1,30.0
DB16662,43.775,hours,False,4,43.775
DB00556,1.9,minutes,False,1,0.03166666666666666
DB11607,17.5,hours,False,2,17.5
DB00558,2.5,hours,False,1,2.5
DB11608,12.3,hours,False,1,12.3
DB00560,27.0,hours,False,1,27.0
DB00584,35.0,hours,False,1,35.0
DB14039,28.0,days,False,1,672.0
DB00303,3.25,hours,False,2,3.25
DB00564,31.0,hours,False,2,31.0
DB00565,22.0,minutes,False,1,0.36666666666666664
DB00566,48.0,hours,False,1,48.0
DB00567,63.0,minutes,False,2,1.0499999999999998
DB00569,17.0,hours,False,1,17.0
DB00570,35.666666666666664,minutes,True,3,6.822222222222223
DB00571,5.5,hours,False,2,5.5
DB00016,13.5,hours,False,4,13.5
DB00573,3.0,hours,False,1,3.0
DB00574,20.0,hours,False,1,20.0
DB00575,18.0,hours,True,2,3.25
DB00576,3.0,hours,False,1,3.0
DB00578,1.0,hours,False,1,1.0
DB00579,10.0,hours,False,1,10.0
DB00580,8.0,hours,False,1,8.0
DB00583,17.4,hours,False,1,17.4
DB00585,1.0,hours,False,1,1.0
DB00586,2.0,hours,False,1,2.0
DB01576,12.0125,hours,False,4,12.0125
DB00590,15.5,hours,False,2,15.5
DB00591,1.3,hours,False,1,1.3
DB00593,53.0,hours,False,1,53.0
DB00594,6.0,hours,False,1,6.0
DB00598,1.7,hours,False,1,1.7
DB00599,3.0,hours,False,1,3.0
DB00601,5.0,hours,False,1,5.0
DB00602,18.0,hours,False,1,18.0
DB00603,31.333333333333332,days,True,3,445.3333333333333
DB00604,6.0,hours,False,1,6.0
DB00605,7.8,hours,False,1,7.8
DB00607,33.0,minutes,False,1,0.55
DB00608,20.0,days,False,1,480.0
DB00609,2.0,hours,False,1,2.0
DB00900,21.0,hours,True,2,6.25
DB00343,4.133333333333334,hours,False,3,4.133333333333334
DB00613,5.2,minutes,False,1,0.08666666666666667
DB00614,10.0,minutes,False,1,0.16666666666666666
DB00615,45.0,hours,False,1,45.0
DB00617,12.0,hours,False,1,12.0
DB00618,10.0,hours,False,1,10.0
DB00619,18.0,hours,False,1,18.0
DB00620,2.7,hours,False,1,2.7
DB01175,27.0,hours,False,1,27.0
DB00783,15.116666666666665,hours,True,3,6.119166666666666
DB00622,8.6,hours,False,1,8.6
DB00624,10.0,minutes,False,1,0.16666666666666666
DB00625,40.0,hours,False,1,40.0
DB00627,0.9,hours,False,1,0.9
DB00628,2.0,days,False,1,48.0
DB00629,6.0,hours,False,1,6.0
DB00630,10.0,years,False,1,87658.2
DB00631,5.2,hours,False,1,5.2
DB00633,2.0,hours,False,1,2.0
DB00634,7.0,hours,False,1,7.0
DB00635,2.0,hours,False,1,2.0
DB00637,1.0,days,False,1,24.0
DB00638,2.0,hours,False,1,2.0
DB00640,0.0,seconds,False,1,0.0
DB00641,4.85,hours,False,1,4.85
DB00642,3.5,hours,False,1,3.5
DB00643,14.333333333333334,hours,False,3,14.333333333333334
DB00644,6.0,minutes,False,2,0.09999999999999999
DB00645,30.0,minutes,False,1,0.5
DB00647,6.0,hours,False,1,6.0
DB00648,18.0,days,False,1,432.0
DB00650,6.2,hours,False,1,6.2
DB00651,2.0,hours,False,1,2.0
DB00652,2.0,hours,False,1,2.0
DB00653,43.2,hours,False,1,43.2
DB00654,9.5,hours,True,2,1.1416666666666666
DB00655,19.0,hours,False,1,19.0
DB00402,6.1,hours,False,1,6.1
DB00005,80.23333333333333,hours,False,3,80.23333333333333
DB09166,1.7,hours,False,2,1.7
DB00660,9.2,hours,False,1,9.2
DB12189,9.233333333333333,days,False,6,221.6
DB00662,7.0,hours,False,1,7.0
DB00665,38.0,hours,False,1,38.0
DB00666,3.0,hours,False,1,3.0
DB00668,2.0,minutes,False,1,0.03333333333333333
DB00672,36.0,hours,False,1,36.0
DB00673,9.0,hours,False,1,9.0
DB00674,7.0,hours,False,1,7.0
DB00675,5.0,days,False,1,120.0
DB00678,1.5,hours,False,1,1.5
DB00679,21.0,hours,False,1,21.0
DB00680,2.0,hours,False,1,2.0
DB00681,19.5,days,True,2,192.0
DB01023,15.033333333333333,hours,False,3,15.033333333333333
DB00686,4.8,hours,False,1,4.8
DB00687,9.5,hours,False,2,9.5
DB08917,8.35,hours,False,2,8.35
DB00690,2.3,hours,False,1,2.3
DB00691,1.0,hours,False,1,1.0
DB00692,10.5,hours,True,2,1.1583333333333332
DB00694,18.5,hours,False,1,18.5
DB00695,8.625,hours,False,4,8.625
DB00696,2.0,hours,False,1,2.0
DB00697,2.5,hours,False,1,2.5
DB00698,0.72,hours,False,1,0.72
DB00700,4.0,hours,False,1,4.0
DB00701,7.1,hours,False,1,7.1
DB00703,14.0,hours,False,1,14.0
DB00704,4.0,hours,False,1,4.0
DB00705,5.8,hours,False,1,5.8
DB00706,10.5,hours,False,4,10.5
DB00707,10.0,hours,False,1,10.0
DB06215,15.0,hours,False,1,15.0
DB08874,11.7,hours,False,1,11.7
DB00099,148.16666666666666,minutes,True,3,3.6166666666666667
DB00709,5.0,hours,False,1,5.0
DB01216,7.0,hours,False,2,7.0
DB00711,8.0,hours,False,1,8.0
DB00713,20.0,minutes,False,1,0.3333333333333333
DB00714,25.85,hours,True,2,1.2666666666666666
DB00715,19.15,hours,False,2,19.15
DB00716,3.3,hours,False,1,3.3
DB00717,8.0,hours,False,1,8.0
DB00718,7.48,hours,False,1,7.48
DB00720,5.6,hours,False,1,5.6
DB00721,7.7,minutes,False,1,0.12833333333333333
DB00722,29.650000000000002,hours,False,2,29.650000000000002
DB00724,11.0,hours,False,2,11.0
DB00726,11.0,hours,False,1,11.0
DB00727,4.5,minutes,False,2,0.07500000000000001
DB00730,1.2,hours,False,1,1.2
DB00731,1.5,hours,False,1,1.5
DB00732,20.0,minutes,False,1,0.3333333333333333
DB00733,74.0,minutes,False,1,1.2333333333333334
DB00734,1.5,hours,False,2,1.5
DB00735,2.0,days,False,1,48.0
DB00736,1.0,hours,False,1,1.0
DB00737,5.0,hours,False,1,5.0
DB00738,9.1,hours,False,1,9.1
DB00740,12.0,hours,False,1,12.0
DB00741,1.8133333333333332,hours,False,3,1.8133333333333332
DB00743,1.0,hours,False,1,1.0
DB00744,2.5,hours,False,1,2.5
DB00745,23.0,hours,False,1,23.0
DB00746,3.5,hours,False,2,3.5
DB00747,84.8,minutes,True,5,3.2816666666666663
DB00748,10.0,hours,False,1,10.0
DB00749,7.3,hours,False,1,7.3
DB00751,12.0,hours,False,1,12.0
DB00752,1.5,hours,False,1,1.5
DB00754,3.0,hours,False,1,3.0
DB00755,0.5,hours,False,1,0.5
DB00757,8.1,hours,False,1,8.1
DB00758,6.0,hours,False,1,6.0
DB00759,6.0,hours,False,1,6.0
DB01195,16.333333333333332,hours,False,3,16.333333333333332
DB00762,6.0,hours,False,1,6.0
DB00985,5.0,hours,False,1,5.0
DB00470,14.5,hours,False,2,14.5
DB00764,5.8,hours,False,1,5.8
DB00765,3.4,hours,False,1,3.4
DB00766,22.9,hours,True,2,0.775
DB00767,1.0,hours,False,1,1.0
DB00768,5.7,hours,False,2,5.7
DB00772,8.0,hours,False,1,8.0
DB00773,4.0,hours,False,1,4.0
DB00774,9.5,hours,False,2,9.5
DB00775,2.0,hours,False,1,2.0
DB00776,2.0,hours,False,1,2.0
DB00778,12.0,hours,False,1,12.0
DB00196,30.0,hours,False,1,30.0
DB00780,11.6,hours,False,1,11.6
DB01205,17.54,minutes,True,5,1.02
DB00784,2.0,hours,False,1,2.0
DB06623,10.1,hours,False,3,10.1
DB00788,12.0,hours,False,1,12.0
DB00789,100.0,minutes,False,1,1.6666666666666667
DB00790,1.2,hours,False,1,1.2
DB08906,15.45,hours,False,2,15.45
DB00795,7.6,hours,False,1,7.6
DB00796,9.0,hours,False,1,9.0
DB00983,4.033333333333333,hours,False,3,4.033333333333333
DB00799,18.0,hours,False,1,18.0
DB00800,5.0,minutes,False,1,0.08333333333333333
DB00802,90.0,minutes,False,1,1.5
DB00803,5.0,hours,False,1,5.0
DB00804,1.8,hours,False,1,1.8
DB00806,0.39,hours,False,1,0.39
DB00808,13.9,hours,False,1,13.9
DB00809,30.0,minutes,False,1,0.5
DB00813,6.0,hours,False,2,6.0
DB00814,20.0,hours,False,1,20.0
DB00816,6.0,hours,False,1,6.0
DB00818,1.5,hours,False,1,1.5
DB00819,3.0,hours,False,1,3.0
DB00824,1.9,hours,False,1,1.9
DB01126,5.0,weeks,False,1,840.0
DB01225,4.0,hours,False,3,4.0
DB00828,5.7,hours,False,1,5.7
DB02703,5.0,hours,False,1,5.0
DB06703,1.9919999999999998,hours,False,5,1.9919999999999998
DB00830,16.0,hours,False,1,16.0
DB00831,10.0,hours,False,1,10.0
DB00833,0.6,hours,False,1,0.6
DB00834,18.0,hours,False,1,18.0
DB00836,10.8,hours,False,1,10.8
DB00837,4.0,hours,False,1,4.0
DB00597,3.09625,hours,False,8,3.09625
DB00841,2.0,minutes,False,1,0.03333333333333333
DB00842,8.2,hours,False,1,8.2
DB08884,0.91,hours,False,1,0.91
DB14042,27.0,days,False,1,648.0
DB00844,5.0,hours,False,1,5.0
DB00845,25.0,days,False,1,600.0
DB00847,3.7,hours,False,1,3.7
DB00848,4.4,hours,False,1,4.4
DB00849,34.0,hours,False,1,34.0
DB00850,8.0,hours,False,1,8.0
DB00851,5.0,hours,False,1,5.0
DB00852,6.0,hours,False,1,6.0
DB00853,1.8,hours,False,1,1.8
DB00854,11.0,hours,False,1,11.0
DB00855,2.0325,hours,False,4,2.0325
DB00856,2.3,hours,False,1,2.3
DB00857,118.0,hours,False,2,118.0
DB00859,1.0,hours,False,1,1.0
DB01004,7.675,hours,False,4,7.675
DB00861,8.0,hours,False,1,8.0
DB00862,4.0,hours,False,1,4.0
DB00056,64.0,hours,False,1,64.0
DB00798,52.0,minutes,False,2,0.8666666666666667
DB08898,7.3,hours,False,2,7.3
DB00865,16.0,hours,False,1,16.0
DB00866,2.0,hours,False,1,2.0
DB00867,1.7,hours,False,1,1.7
DB00868,1.01,hours,False,1,1.01
DB00869,62.0,days,True,2,2900.9700000000003
DB00871,3.15,hours,False,2,3.15
DB00872,5.0,hours,False,1,5.0
DB14596,2.8,hours,False,1,2.8
DB00875,19.0,hours,True,2,269.5
DB00876,5.0,hours,False,1,5.0
DB00877,62.0,hours,False,1,62.0
DB00879,10.0,hours,False,1,10.0
DB00880,45.0,minutes,False,1,0.75
DB00881,2.3,hours,False,1,2.3
DB00882,5.0,days,False,1,120.0
DB00883,1.0,hours,False,1,1.0
DB00884,281.25,hours,False,2,281.25
DB00885,4.5,hours,False,1,4.5
DB00887,60.0,minutes,False,1,1.0
DB00888,15.0,minutes,False,1,0.25
DB00889,6.5,hours,False,2,6.5
DB00891,6.0,hours,False,1,6.0
DB00893,2.5,hours,False,2,2.5
DB00896,1.0,hours,False,1,1.0
DB00897,1.5,hours,False,1,1.5
DB00899,1.0,minutes,False,1,0.016666666666666666
DB00905,45.0,minutes,False,1,0.75
DB00906,7.0,hours,False,1,7.0
DB00907,1.0,hours,False,1,1.0
DB14115,28.0,days,False,1,672.0
DB01275,121.24000000000001,minutes,True,5,2.8466666666666667
DB00909,84.0,hours,False,2,84.0
DB00910,4.0,hours,False,1,4.0
DB00911,12.5,hours,False,2,12.5
DB00912,1.0,hours,False,1,1.0
DB00588,10.866666666666667,hours,False,3,10.866666666666667
DB00916,6.65,hours,False,2,6.65
DB00917,0.0,minutes,False,1,0.0
DB00918,3.0,hours,False,1,3.0
DB00919,5.5,hours,False,2,5.5
DB00920,12.5,hours,False,2,12.5
DB00921,98.375,hours,True,2,16.758333333333333
DB00922,1.0,hours,False,1,1.0
DB00923,2.6,hours,False,1,2.6
DB00925,24.0,hours,False,1,24.0
DB00926,120.0,days,False,1,2880.0
DB00927,2.0,hours,False,1,2.0
DB00928,41.0,minutes,False,1,0.6833333333333333
DB00929,0.9102666666666667,hours,False,3,0.9102666666666667
DB00931,14.0,hours,False,1,14.0
DB00932,5.0,hours,False,1,5.0
DB00933,24.0,hours,False,1,24.0
DB01005,1.85,hours,False,2,1.85
DB00938,5.5,hours,False,1,5.5
DB00939,0.8,hours,False,1,0.8
DB00943,2.0,hours,False,1,2.0
DB00945,13.0,minutes,False,1,0.21666666666666667
DB00946,5.0,days,False,1,120.0
DB00947,40.0,days,False,1,960.0
DB00948,1.3,hours,False,1,1.3
DB00949,20.0,hours,False,1,20.0
DB00950,11.0,hours,False,1,11.0
DB00951,1.25,hours,False,2,1.25
DB00952,5.0,hours,False,1,5.0
DB00954,26.0,hours,False,2,26.0
DB00955,2.5,hours,False,1,2.5
DB00956,7.0,hours,False,1,7.0
DB00958,1.85,hours,False,2,1.85
DB00959,2.3,hours,False,1,2.3
DB00960,1.5,hours,False,2,1.5
DB00557,17.525,hours,False,4,17.525
DB00962,1.0,hours,False,1,1.0
DB00964,8.0,hours,False,1,8.0
DB00966,24.0,hours,False,1,24.0
DB00967,27.0,hours,False,1,27.0
DB00968,97.5,minutes,False,2,1.625
DB00969,1.5,hours,False,1,1.5
DB00970,36.0,hours,False,1,36.0
DB00973,22.0,hours,False,1,22.0
DB00974,20.0,minutes,False,1,0.3333333333333333
DB00975,40.0,minutes,False,1,0.6666666666666666
DB00976,6.0,hours,False,2,6.0
DB00977,18.05,hours,False,2,18.05
DB00978,8.0,hours,False,1,8.0
DB00980,1.0,hours,False,1,1.0
DB00982,13.5,hours,False,2,13.5
DB12698,33.5,days,True,2,68.0
DB01279,17.5,minutes,False,2,0.2916666666666667
DB00986,12.276666666666666,hours,False,3,12.276666666666666
DB00987,10.0,minutes,False,1,0.16666666666666666
DB00988,2.0,minutes,False,1,0.03333333333333333
DB00989,1.5,hours,False,1,1.5
DB00990,24.0,hours,False,1,24.0
DB00991,54.9,hours,False,1,54.9
DB00993,5.0,hours,False,1,5.0
DB00996,28.5,hours,False,2,28.5
DB00997,25.666666666666668,hours,False,3,25.666666666666668
DB00998,26.0,hours,False,1,26.0
DB00999,5.6,hours,False,1,5.6
DB00441,2.4,hours,False,2,2.4
DB01002,3.3,hours,False,1,3.3
DB01003,1.3,hours,False,1,1.3
DB00710,37.0,hours,False,1,37.0
DB01181,7.0,hours,False,1,7.0
DB05039,42.75,hours,False,2,42.75
DB11577,12.0,minutes,False,1,0.2
DB01006,42.0,hours,False,1,42.0
DB01008,2.6,hours,False,1,2.6
DB01009,1.1,hours,False,1,1.1
DB01010,20.0,minutes,False,2,0.33333333333333337
DB01011,1.9,hours,False,1,1.9
DB00328,10.683333333333332,hours,False,6,10.683333333333332
DB01016,4.0,hours,False,2,4.0
DB01017,13.05,hours,False,2,13.05
DB01018,17.0,hours,False,1,17.0
DB01020,5.0,hours,False,1,5.0
DB01022,73.5,minutes,False,2,1.225
DB01024,8.0,hours,False,1,8.0
DB01025,3.5,hours,False,1,3.5
DB01026,5.0,hours,False,2,5.0
